0.000000	0.050000
0.050000	0.047500
0.100000	0.045000
0.150000	0.042500
0.200000	0.040000
0.250000	0.042500
0.300000	0.045000
0.350000	0.047500
0.400000	0.050000
0.450000	0.052500
0.500000	0.055000
0.550000	0.057500
0.600000	0.060000
0.650000	0.070000
0.700000	0.080000
0.750000	0.090000
0.800000	0.100000
0.850000	0.125000
0.900000	0.150000
0.950000	0.175000
1.000000	0.200000
1.050000	0.257500
1.100000	0.315000
1.150000	0.372500
1.200000	0.430000
1.250000	0.555000
1.300000	0.680000
1.350000	0.805000
1.400000	0.930000
1.450000	1.045000
1.500000	1.160000
1.550000	1.275000
1.600000	1.390000
1.650000	1.750000
1.700000	2.110000
1.750000	2.470000
1.800000	2.830000
1.850000	3.405000
1.900000	3.980000
1.950000	4.555000
2.000000	5.130000
2.050000	5.835000
2.100000	6.540000
2.150000	7.245000
2.200000	7.950000
2.250000	8.665000
2.300000	9.380000
2.350000	10.095000
2.400000	10.810000
2.450000	11.457500
2.500000	12.105000
2.550000	12.752500
2.600000	13.400000
2.650000	13.947500
2.700000	14.495000
2.750000	15.042500
2.800000	15.590000
2.850000	16.037500
2.900000	16.485000
2.950000	16.932500
3.000000	17.380000
3.050000	17.725000
3.100000	18.070000
3.150000	18.415000
3.200000	18.760000
3.250000	19.040000
3.300000	19.320000
3.350000	19.600000
3.400000	19.880000
3.450000	20.085000
3.500000	20.290000
3.550000	20.495000
3.600000	20.700000
3.650000	20.857500
3.700000	21.015000
3.750000	21.172500
3.800000	21.330000
3.850000	21.460000
3.900000	21.590000
3.950000	21.720000
4.000000	21.850000
4.050000	21.920000
4.100000	21.990000
4.150000	22.060000
4.200000	22.130000
4.250000	22.195000
4.300000	22.260000
4.350000	22.325000
4.400000	22.390000
4.450000	22.432500
4.500000	22.475000
4.550000	22.517500
4.600000	22.560000
4.650000	22.580000
4.700000	22.600000
4.750000	22.620000
4.800000	22.640000
4.850000	22.647500
4.900000	22.655000
4.950000	22.662500
5.000000	22.670000
5.050000	22.670000
5.100000	22.670000
5.150000	22.670000
5.200000	22.670000
5.250000	22.662500
5.300000	22.655000
5.350000	22.647500
5.400000	22.640000
5.450000	22.620000
5.500000	22.600000
5.550000	22.580000
5.600000	22.560000
5.650000	22.535000
5.700000	22.510000
5.750000	22.485000
5.800000	22.460000
5.850000	22.442500
5.900000	22.425000
5.950000	22.407500
6.000000	22.390000
